Frame,PWM,Meta,Sector,Tiempo,Dif tiempo,Pos front X,Pos front Y,Dist puntos,Derrapo,Dist derrape,Pos back X,Pos back Y,Pos Extr X,Pos Extr Y
487,58,0,0,1692011765902.575,36.826904296875,59.0,116.5,10.259,0,3.619274808803979,38.0,140.5,58.0,116.0
488,58,0,0,1692011765933.726,31.151123046875,67.0,110.5,10.0,0,2.0491482373375414,43.5,132.5,66.0,109.0
489,58,,,,,,,,,,,,75.0,104.5
490,58,0,0,1692011766006.832,73.10595703125,83.0,101.0,18.608,0,1.852006679548606,56.0,117.0,,
491,58,0,0,1692011766033.406,26.573974609375,92.0,97.0,9.849,0,2.4,63.0,110.5,83.0,101.0
492,58,0,0,1692011766059.899,26.492919921875,104.0,94.0,12.369,0,2.4317766974245765,71.5,105.0,101.0,93.0
493,58,0,0,1692011766102.716,42.817138671875,111.0,92.5,7.159,0,2.13620162922932,80.5,100.0,116.0,91.0
494,58,0,0,1692011766133.017,30.301025390625,122.0,91.5,11.045,0,1.67532117247047,89.0,96.5,118.0,91.0
495,58,0,0,1692011766165.772,32.7548828125,132.0,91.5,10.0,0,1.4552137502179943,100.0,93.5,133.0,90.5
496,58,,,,,,,,,,,,142.0,91.5
497,58,,,,,,,,,,,,,
498,58,,,,,,,,,,,,,
499,58,,,,,,,,,,,,,
500,58,,,,,,,,,,,,,
501,58,,,,,,,,,,,,,
502,58,,,,,,,,,,,,,
503,58,0,0,1692011766436.049,270.277099609375,218.5,92.5,86.506,,,,,,
504,58,0,0,1692011766467.797,31.748046875,229.0,92.5,10.5,,,,,219.0,93.0
505,58,0,0,1692011766497.343,29.5458984375,240.0,92.0,11.011,,,,,239.5,92.5
506,58,0,0,1692011766528.741,31.39794921875,252.0,92.0,12.0,,,,,251.0,91.5
507,58,0,0,1692011766566.289,37.548095703125,264.0,91.5,12.01,0,0.13622298275595637,232.0,92.5,264.0,92.0
508,58,0,0,1692011766600.812,34.52294921875,276.0,92.0,12.01,0,0.5,245.0,92.5,276.0,91.0
509,58,0,0,1692011766633.98,33.16796875,288.5,92.0,12.5,0,1.1656552519410819,256.0,93.0,288.0,92.5
510,58,0,0,1692011766666.746,32.76611328125,301.0,91.5,12.51,0,0.8117956218875406,268.5,92.5,301.0,92.0
511,58,0,0,1692011766702.024,35.27783203125,314.0,92.0,13.01,0,0.0,281.5,92.0,313.5,91.0
512,58,0,0,1692011766728.018,25.994140625,326.5,92.0,12.5,0,0.21982421091879537,294.0,92.0,327.0,92.5
513,58,0,0,1692011766760.683,32.6650390625,340.0,91.5,13.509,0,0.7302293199228879,307.0,91.0,339.0,92.0
514,58,0,0,1692011766796.437,35.75390625,353.0,91.5,13.0,0,0.5,320.5,91.5,353.5,91.0
515,58,0,0,1692011766833.003,36.56591796875,366.0,91.5,13.0,0,0.24057579331421855,333.0,92.0,366.0,91.5
516,58,0,0,1692011766864.941,31.93798828125,380.5,91.5,14.5,0,0.5,346.0,92.0,379.0,91.5
